[2025-04-06T08:55:47.620+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [queued]>
[2025-04-06T08:55:47.623+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [queued]>
[2025-04-06T08:55:47.623+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 1
[2025-04-06T08:55:47.627+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): collect_comments> on 2025-04-01 00:00:00+00:00
[2025-04-06T08:55:47.630+0000] {standard_task_runner.py:60} INFO - Started process 1848 to run task
[2025-04-06T08:55:47.631+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'youtube_comment_pipeline_us_stocks_daily', 'collect_comments', 'scheduled__2025-04-01T00:00:00+00:00', '--job-id', '101', '--raw', '--subdir', 'DAGS_FOLDER/youtube_comment_pipeline.py', '--cfg-path', '/tmp/tmp25x1qy0k']
[2025-04-06T08:55:47.632+0000] {standard_task_runner.py:88} INFO - Job 101: Subtask collect_comments
[2025-04-06T08:55:47.651+0000] {task_command.py:423} INFO - Running <TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [running]> on host 04d9bebcd372
[2025-04-06T08:55:47.680+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='youtube_comment_pipeline_us_stocks_daily' AIRFLOW_CTX_TASK_ID='collect_comments' AIRFLOW_CTX_EXECUTION_DATE='2025-04-01T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-01T00:00:00+00:00'
[2025-04-06T08:55:47.686+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.8/site-packages/***/utils/context.py:315 AirflowContextDeprecationWarning: Accessing 'execution_date' from the template is deprecated and will be removed in a future version. Please use 'data_interval_start' or 'logical_date' instead.
[2025-04-06T08:56:39.546+0000] {logging_mixin.py:188} INFO -  Collected 1 comments.
[2025-04-06T08:56:39.547+0000] {python.py:201} INFO - Done. Returned value was: None
[2025-04-06T08:56:39.553+0000] {taskinstance.py:1138} INFO - Marking task as SUCCESS. dag_id=youtube_comment_pipeline_us_stocks_daily, task_id=collect_comments, execution_date=20250401T000000, start_date=20250406T085547, end_date=20250406T085639
[2025-04-06T08:56:39.565+0000] {local_task_job_runner.py:234} INFO - Task exited with return code 0
[2025-04-06T08:56:39.578+0000] {taskinstance.py:3280} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2025-04-20T02:25:00.821+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [queued]>
[2025-04-20T02:25:00.824+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [queued]>
[2025-04-20T02:25:00.825+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 1
[2025-04-20T02:25:00.830+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): collect_comments> on 2025-04-01 00:00:00+00:00
[2025-04-20T02:25:00.833+0000] {standard_task_runner.py:60} INFO - Started process 2253 to run task
[2025-04-20T02:25:00.834+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'youtube_comment_pipeline_us_stocks_daily', 'collect_comments', 'scheduled__2025-04-01T00:00:00+00:00', '--job-id', '573', '--raw', '--subdir', 'DAGS_FOLDER/youtube_comment_pipeline.py', '--cfg-path', '/tmp/tmpyscj9tm5']
[2025-04-20T02:25:00.836+0000] {standard_task_runner.py:88} INFO - Job 573: Subtask collect_comments
[2025-04-20T02:25:00.862+0000] {task_command.py:423} INFO - Running <TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [running]> on host 7e480c288e12
[2025-04-20T02:25:00.900+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='youtube_comment_pipeline_us_stocks_daily' AIRFLOW_CTX_TASK_ID='collect_comments' AIRFLOW_CTX_EXECUTION_DATE='2025-04-01T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-01T00:00:00+00:00'
[2025-04-20T02:25:00.909+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.8/site-packages/***/utils/context.py:315 AirflowContextDeprecationWarning: Accessing 'execution_date' from the template is deprecated and will be removed in a future version. Please use 'data_interval_start' or 'logical_date' instead.
[2025-04-20T02:25:01.180+0000] {logging_mixin.py:188} INFO - Published: 2025-04-19 11:04:06+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.468+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:19:12+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.469+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:18:44+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.469+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:18:08+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.469+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:18:07+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.469+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:17:40+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.469+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:17:29+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.469+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:16:56+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.469+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:16:34+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.470+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:16:27+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.470+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:16:20+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.470+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:15:33+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.470+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:15:02+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.470+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:15:00+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.470+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:14:22+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.471+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:14:13+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.471+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:13:40+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.471+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:13:06+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.471+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:13:01+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.471+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:11:49+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.471+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:11:42+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.472+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:10:56+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.472+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:10:06+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.472+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:09:55+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.472+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:09:36+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.472+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:09:21+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.472+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:09:08+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.472+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:08:50+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.472+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:08:20+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.472+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:07:24+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.472+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:07:19+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:07:18+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:06:50+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:06:39+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:06:19+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:06:17+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:05:21+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:04:38+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:04:32+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:04:30+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:04:29+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.473+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:03:38+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:03:27+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:03:24+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:02:54+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:02:50+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:02:31+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:01:48+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:01:13+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:01:11+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:01:02+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:00:49+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.474+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:00:46+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.475+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:00:43+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.475+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 18:00:34+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.475+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:59:52+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.475+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:59:45+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.475+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:59:26+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.475+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:59:16+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.475+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:59:05+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.476+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:59:05+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.476+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:58:34+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.476+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:58:27+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.476+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:57:51+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.476+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:57:47+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.476+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:57:42+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.476+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:57:38+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.476+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:57:37+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.476+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:57:26+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.476+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:57:21+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.714+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:57:19+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.714+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:57:12+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.714+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:56:32+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.714+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:56:22+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.714+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:56:19+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.714+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:55:41+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.715+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:55:29+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.715+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:55:13+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.715+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:55:06+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.715+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:55:01+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.715+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:54:34+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.715+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:54:17+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.715+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:54:15+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.715+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:54:12+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.716+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:53:28+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.716+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:53:27+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.716+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:53:27+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.716+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:53:07+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.716+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:53:05+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.716+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:52:33+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.716+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:51:43+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.716+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:51:09+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.716+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:51:08+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.717+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:51:04+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.717+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:50:50+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.717+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:50:41+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.717+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:50:28+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.717+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:49:48+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.717+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:49:45+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.717+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:49:32+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.717+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:49:19+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.718+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:49:19+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.718+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:49:16+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.718+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:49:11+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.718+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:49:00+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.718+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:48:48+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.718+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:48:47+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.719+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:48:46+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.719+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:48:32+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.719+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:48:26+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.719+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:48:17+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.719+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:48:17+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.719+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:47:57+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.719+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:47:57+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:02.720+0000] {logging_mixin.py:188} INFO - Published: 2025-04-10 17:47:28+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
