[2025-04-06T08:55:47.620+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [queued]>
[2025-04-06T08:55:47.623+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [queued]>
[2025-04-06T08:55:47.623+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 1
[2025-04-06T08:55:47.627+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): collect_comments> on 2025-04-01 00:00:00+00:00
[2025-04-06T08:55:47.630+0000] {standard_task_runner.py:60} INFO - Started process 1848 to run task
[2025-04-06T08:55:47.631+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'youtube_comment_pipeline_us_stocks_daily', 'collect_comments', 'scheduled__2025-04-01T00:00:00+00:00', '--job-id', '101', '--raw', '--subdir', 'DAGS_FOLDER/youtube_comment_pipeline.py', '--cfg-path', '/tmp/tmp25x1qy0k']
[2025-04-06T08:55:47.632+0000] {standard_task_runner.py:88} INFO - Job 101: Subtask collect_comments
[2025-04-06T08:55:47.651+0000] {task_command.py:423} INFO - Running <TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [running]> on host 04d9bebcd372
[2025-04-06T08:55:47.680+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='youtube_comment_pipeline_us_stocks_daily' AIRFLOW_CTX_TASK_ID='collect_comments' AIRFLOW_CTX_EXECUTION_DATE='2025-04-01T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-01T00:00:00+00:00'
[2025-04-06T08:55:47.686+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.8/site-packages/***/utils/context.py:315 AirflowContextDeprecationWarning: Accessing 'execution_date' from the template is deprecated and will be removed in a future version. Please use 'data_interval_start' or 'logical_date' instead.
[2025-04-06T08:56:39.546+0000] {logging_mixin.py:188} INFO -  Collected 1 comments.
[2025-04-06T08:56:39.547+0000] {python.py:201} INFO - Done. Returned value was: None
[2025-04-06T08:56:39.553+0000] {taskinstance.py:1138} INFO - Marking task as SUCCESS. dag_id=youtube_comment_pipeline_us_stocks_daily, task_id=collect_comments, execution_date=20250401T000000, start_date=20250406T085547, end_date=20250406T085639
[2025-04-06T08:56:39.565+0000] {local_task_job_runner.py:234} INFO - Task exited with return code 0
[2025-04-06T08:56:39.578+0000] {taskinstance.py:3280} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2025-04-20T02:25:00.821+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [queued]>
[2025-04-20T02:25:00.824+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [queued]>
[2025-04-20T02:25:00.825+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 1
[2025-04-20T02:25:00.830+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): collect_comments> on 2025-04-01 00:00:00+00:00
[2025-04-20T02:25:00.833+0000] {standard_task_runner.py:60} INFO - Started process 2253 to run task
[2025-04-20T02:25:00.834+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'youtube_comment_pipeline_us_stocks_daily', 'collect_comments', 'scheduled__2025-04-01T00:00:00+00:00', '--job-id', '573', '--raw', '--subdir', 'DAGS_FOLDER/youtube_comment_pipeline.py', '--cfg-path', '/tmp/tmpyscj9tm5']
[2025-04-20T02:25:00.836+0000] {standard_task_runner.py:88} INFO - Job 573: Subtask collect_comments
[2025-04-20T02:25:00.862+0000] {task_command.py:423} INFO - Running <TaskInstance: youtube_comment_pipeline_us_stocks_daily.collect_comments scheduled__2025-04-01T00:00:00+00:00 [running]> on host 7e480c288e12
[2025-04-20T02:25:00.900+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='youtube_comment_pipeline_us_stocks_daily' AIRFLOW_CTX_TASK_ID='collect_comments' AIRFLOW_CTX_EXECUTION_DATE='2025-04-01T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-04-01T00:00:00+00:00'
[2025-04-20T02:25:00.909+0000] {logging_mixin.py:188} WARNING - /home/***/.local/lib/python3.8/site-packages/***/utils/context.py:315 AirflowContextDeprecationWarning: Accessing 'execution_date' from the template is deprecated and will be removed in a future version. Please use 'data_interval_start' or 'logical_date' instead.
[2025-04-20T02:25:01.180+0000] {logging_mixin.py:188} INFO - Published: 2025-04-19 11:04:06+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.182+0000] {logging_mixin.py:188} INFO - Published: 2025-04-12 06:55:36+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.182+0000] {logging_mixin.py:188} INFO - Published: 2025-04-12 06:10:23+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.182+0000] {logging_mixin.py:188} INFO - Published: 2025-04-12 06:08:13+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.182+0000] {logging_mixin.py:188} INFO - Published: 2025-04-12 05:00:05+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.182+0000] {logging_mixin.py:188} INFO - Published: 2025-04-12 03:32:08+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.182+0000] {logging_mixin.py:188} INFO - Published: 2025-04-12 03:25:43+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.183+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 23:36:27+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.183+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 23:30:28+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.183+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 23:08:29+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.183+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 21:33:17+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.183+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 20:45:39+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.183+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 20:02:34+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.183+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 19:58:53+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.183+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 19:57:02+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.183+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 16:08:19+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.184+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 15:37:42+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.184+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 15:34:27+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.184+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 15:31:44+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.184+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 14:09:38+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.184+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 14:08:36+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.184+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 14:07:27+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.184+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 13:53:33+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.185+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 13:06:38+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.185+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 12:49:35+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.185+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 12:48:59+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.185+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 12:30:52+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.185+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 11:50:28+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.185+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 11:46:58+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.185+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 11:01:23+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.185+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 10:36:31+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.185+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 10:10:48+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.185+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 10:00:15+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.186+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 09:39:04+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.186+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 09:31:13+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.186+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 09:27:56+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.186+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 09:24:47+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.186+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 09:22:21+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.186+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 08:07:51+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.186+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 07:24:24+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.186+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 06:25:32+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.186+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 06:18:11+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.186+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 05:43:39+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.187+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 05:35:35+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.187+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 05:32:14+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.187+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 05:10:15+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.187+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 04:49:10+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.187+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 04:36:10+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.187+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 04:20:26+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.187+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 04:15:24+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.187+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 04:01:05+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.187+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 03:53:56+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.188+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 03:45:16+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.188+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 03:30:01+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.188+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 03:02:52+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.188+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 03:02:30+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.188+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 02:53:22+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.188+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 02:47:29+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.188+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 02:46:52+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.188+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 02:42:12+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.188+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 02:37:05+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
[2025-04-20T02:25:01.188+0000] {logging_mixin.py:188} INFO - Published: 2025-04-11 02:32:58+00:00 | Start: 2025-04-01 00:00:00+00:00 | End: 2025-04-02 00:00:00+00:00
